stop_id,stop_name,stop_lat,stop_lon,platform_code,parent_station,location_type
8895208:1,Zottegem,50.869102,3.81441,1,8895208,0
8895208:2,Zottegem,50.869102,3.81441,2,8895208,0
8895208:3,Zottegem,50.869102,3.81441,3,8895208,0
8895208:4,Zottegem,50.869102,3.81441,4,8895208,0
8895208:5,Zottegem,50.869102,3.81441,5,8895208,0
8895208:6,Zottegem,50.869102,3.81441,6,8895208,0
8895232,Munkzwalm,50.875673,3.733238,,,1
8895232:0,Munkzwalm,50.875673,3.733238,,8895232,0
8895232:1,Munkzwalm,50.875673,3.733238,1,8895232,0
8895232:2,Munkzwalm,50.875673,3.733238,2,8895232,0
8895240,Balegem-Zuid,50.90051,3.80587,,,1
8895240:0,Balegem-Zuid,50.90051,3.80587,,8895240,0
8895240:1,Balegem-Zuid,50.90051,3.80587,1,8895240,0
8895240:2,Balegem-Zuid,50.90051,3.80587,2,8895240,0
8895257,Balegem-Dorp,50.919612,3.791425,,,1
8895257:0,Balegem-Dorp,50.919612,3.791425,,8895257,0
8895257:1,Balegem-Dorp,50.919612,3.791425,1,8895257,0
8895257:2,Balegem-Dorp,50.919612,3.791425,2,8895257,0
8895422,Hillegem,50.891296,3.857469,,,1
8895422:0,Hillegem,50.891296,3.857469,,8895422,0
8895422:1,Hillegem,50.891296,3.857469,1,8895422,0
8895422:2,Hillegem,50.891296,3.857469,2,8895422,0
8895430,Herzele,50.89722,3.880616,,,1
8895430:0,Herzele,50.89722,3.880616,,8895430,0
8895430:1,Herzele,50.89722,3.880616,1,8895430,0
8895430:2,Herzele,50.89722,3.880616,2,8895430,0
8895448,Terhagen,50.901643,3.896653,,,1
8895448:0,Terhagen,50.901643,3.896653,,8895448,0
8895448:1,Terhagen,50.901643,3.896653,1,8895448,0
8895448:2,Terhagen,50.901643,3.896653,2,8895448,0
8895455,Burst,50.907198,3.922416,,,1
8895455:0,Burst,50.907198,3.922416,,8895455,0
8895455:1,Burst,50.907198,3.922416,1,8895455,0
8895455:2,Burst,50.907198,3.922416,2,8895455,0
8895463,Bambrugge,50.913769,3.935711,,,1
8895463:0,Bambrugge,50.913769,3.935711,,8895463,0
8895471,Erpe-Mere,50.928601,3.962463,,,1
8895471:0,Erpe-Mere,50.928601,3.962463,,8895471,0
8895489,Vijfhuizen,50.943254,3.98125,,,1
8895489:0,Vijfhuizen,50.943254,3.98125,,8895489,0
8895505,Geraardsbergen,50.771137,3.872328,,,1
8895505:0,Geraardsbergen,50.771137,3.872328,,8895505,0
8895505:1,Geraardsbergen,50.771137,3.872328,1,8895505,0
8895505:2,Geraardsbergen,50.771137,3.872328,2,8895505,0
8895505:3,Geraardsbergen,50.771137,3.872328,3,8895505,0
8895505:4,Geraardsbergen,50.771137,3.872328,4,8895505,0
8895570,Lierde,50.816236,3.826564,,,1
8895570:0,Lierde,50.816236,3.826564,,8895570,0
8895570:1,Lierde,50.816236,3.826564,1,8895570,0
8895570:2,Lierde,50.816236,3.826564,2,8895570,0
8895612,Viane-Moerbeke,50.751981,3.917337,,,1
8895612:0,Viane-Moerbeke,50.751981,3.917337,,8895612,0
8895612:1,Viane-Moerbeke,50.751981,3.917337,1,8895612,0
8895612:2,Viane-Moerbeke,50.751981,3.917337,2,8895612,0
8895620,Galmaarden,50.743918,3.965726,,,1
8895620:0,Galmaarden,50.743918,3.965726,,8895620,0
8895620:1,Galmaarden,50.743918,3.965726,1,8895620,0
8895620:2,Galmaarden,50.743918,3.965726,2,8895620,0
8895638,Tollembeek,50.735522,3.992828,,,1
8895638:0,Tollembeek,50.735522,3.992828,,8895638,0
8895638:1,Tollembeek,50.735522,3.992828,1,8895638,0
8895638:2,Tollembeek,50.735522,3.992828,2,8895638,0
8895646,Herne,50.723701,4.014573,,,1
8895646:0,Herne,50.723701,4.014573,,8895646,0
8895646:1,Herne,50.723701,4.014573,1,8895646,0
8895646:2,Herne,50.723701,4.014573,2,8895646,0
8895711,Schendelbeke,50.797844,3.899286,,,1
8895711:0,Schendelbeke,50.797844,3.899286,,8895711,0
8895711:1,Schendelbeke,50.797844,3.899286,1,8895711,0
8895711:2,Schendelbeke,50.797844,3.899286,2,8895711,0
8895729,Idegem,50.801871,3.921553,,,1
8895729:0,Idegem,50.801871,3.921553,,8895729,0
8895729:1,Idegem,50.801871,3.921553,1,8895729,0
8895729:2,Idegem,50.801871,3.921553,2,8895729,0
8895737,Zandbergen,50.806986,3.957653,,,1
8895737:0,Zandbergen,50.806986,3.957653,,8895737,0
8895737:1,Zandbergen,50.806986,3.957653,1,8895737,0
8895737:2,Zandbergen,50.806986,3.957653,2,8895737,0
8895745,Appelterre,50.813063,3.972108,,,1
8895745:0,Appelterre,50.813063,3.972108,,8895745,0
8895745:1,Appelterre,50.813063,3.972108,1,8895745,0
8895745:2,Appelterre,50.813063,3.972108,2,8895745,0
8895752,Eichem,50.823994,3.993745,,,1
8895752:0,Eichem,50.823994,3.993745,,8895752,0
8895752:1,Eichem,50.823994,3.993745,1,8895752,0
8895752:2,Eichem,50.823994,3.993745,2,8895752,0
8895760,Ninove,50.839509,4.026133,,,1
8895760:0,Ninove,50.839509,4.026133,,8895760,0
8895760:1,Ninove,50.839509,4.026133,1,8895760,0
8895760:2,Ninove,50.839509,4.026133,2,8895760,0
8895778,Okegem,50.857712,4.054557,,,1
8895778:0,Okegem,50.857712,4.054557,,8895778,0
8895778:1,Okegem,50.857712,4.054557,1,8895778,0
8895778:2,Okegem,50.857712,4.054557,2,8895778,0
8895802,Denderleeuw,50.891925,4.071825,,,1
8895802:0,Denderleeuw,50.891925,4.071825,,8895802,0
8895802:1,Denderleeuw,50.891925,4.071825,1,8895802,0
8895802:2,Denderleeuw,50.891925,4.071825,2,8895802,0
8895802:3,Denderleeuw,50.891925,4.071825,3,8895802,0
8895802:4,Denderleeuw,50.891925,4.071825,4,8895802,0
8895802:5,Denderleeuw,50.891925,4.071825,5,8895802,0
8895802:6,Denderleeuw,50.891925,4.071825,6,8895802,0
8895802:7,Denderleeuw,50.891925,4.071825,7,8895802,0
8895802:8,Denderleeuw,50.891925,4.071825,8,8895802,0
8895802:9,Denderleeuw,50.891925,4.071825,9,8895802,0
8895836,Liedekerke,50.882531,4.095287,,,1
8895836:0,Liedekerke,50.882531,4.095287,,8895836,0
8895836:1,Liedekerke,50.882531,4.095287,1,8895836,0
8895836:2,Liedekerke,50.882531,4.095287,2,8895836,0
8895836:3,Liedekerke,50.882531,4.095287,3,8895836,0
8895836:4,Liedekerke,50.882531,4.095287,4,8895836,0
8895844,Iddergem,50.876886,4.06849,,,1
8895844:0,Iddergem,50.876886,4.06849,,8895844,0
8895844:1,Iddergem,50.876886,4.06849,1,8895844,0
8895844:2,Iddergem,50.876886,4.06849,2,8895844,0
8895851,Welle,50.903279,4.05062,,,1
8895851:0,Welle,50.903279,4.05062,,8895851,0
8895851:1,Welle,50.903279,4.05062,1,8895851,0
8895851:2,Welle,50.903279,4.05062,2,8895851,0
8895869,Haaltert,50.906838,4.023958,,,1
8895869:0,Haaltert,50.906838,4.023958,,8895869,0
8895869:1,Haaltert,50.906838,4.023958,1,8895869,0
8895869:2,Haaltert,50.906838,4.023958,2,8895869,0
8895877,Ede,50.911054,3.987524,,,1
8895877:0,Ede,50.911054,3.987524,,8895877,0
8895877:1,Ede,50.911054,3.987524,1,8895877,0
8895877:2,Ede,50.911054,3.987524,2,8895877,0
8896008,Kortrijk,50.824506,3.264549,,,1
8896008:0,Kortrijk,50.824506,3.264549,,8896008,0
8896008:1,Kortrijk,50.824506,3.264549,1,8896008,0
8896008:2,Kortrijk,50.824506,3.264549,2,8896008,0
8896008:3,Kortrijk,50.824506,3.264549,3,8896008,0
8896008:4,Kortrijk,50.824506,3.264549,4,8896008,0
8896008:5,Kortrijk,50.824506,3.264549,5,8896008,0
8896008:6,Kortrijk,50.824506,3.264549,6,8896008,0
8896008:7,Kortrijk,50.824506,3.264549,7,8896008,0
8896115,Harelbeke,50.85586,3.314008,,,1
8896115:0,Harelbeke,50.85586,3.314008,,8896115,0
8896115:1,Harelbeke,50.85586,3.314008,1,8896115,0
8896115:2,Harelbeke,50.85586,3.314008,2,8896115,0
8896149,Waregem,50.892456,3.42551,,,1
8896149:0,Waregem,50.892456,3.42551,,8896149,0
8896149:1,Waregem,50.892456,3.42551,1,8896149,0
8896149:2,Waregem,50.892456,3.42551,2,8896149,0
8896230,Vichte,50.833657,3.39163,,,1
8896230:0,Vichte,50.833657,3.39163,,8896230,0
8896230:1,Vichte,50.833657,3.39163,1,8896230,0
8896230:2,Vichte,50.833657,3.39163,2,8896230,0
8896305,Menen,50.799489,3.113791,,,1
8896305:0,Menen,50.799489,3.113791,,8896305,0
8896305:1,Menen,50.799489,3.113791,1,8896305,0
8896305:2,Menen,50.799489,3.113791,2,8896305,0
8896305:3,Menen,50.799489,3.113791,3,8896305,0
8896370,Wevelgem,50.811526,3.18352,,,1
8896370:0,Wevelgem,50.811526,3.18352,,8896370,0
8896370:1,Wevelgem,50.811526,3.18352,1,8896370,0
8896370:2,Wevelgem,50.811526,3.18352,2,8896370,0
8896388,Bissegem,50.825845,3.224205,,,1
8896388:0,Bissegem,50.825845,3.224205,,8896388,0
8896388:1,Bissegem,50.825845,3.224205,1,8896388,0
8896388:2,Bissegem,50.825845,3.224205,2,8896388,0
8896396,Wervik,50.781861,3.046983,,,1
8896396:0,Wervik,50.781861,3.046983,,8896396,0
8896396:1,Wervik,50.781861,3.046983,1,8896396,0
8896396:2,Wervik,50.781861,3.046983,2,8896396,0
8896412,Comines,50.772072,2.999286,,,1
8896412:0,Comines,50.772072,2.999286,,8896412,0
8896412:1,Comines,50.772072,2.999286,1,8896412,0
8896412:2,Comines,50.772072,2.999286,2,8896412,0
8896503,Ieper,50.847402,2.876593,,,1
8896503:0,Ieper,50.847402,2.876593,,8896503,0
8896503:1,Ieper,50.847402,2.876593,1,8896503,0
8896503:2,Ieper,50.847402,2.876593,2,8896503,0
8896735,Poperinge,50.854449,2.736343,,,1
8896735:0,Poperinge,50.854449,2.736343,,8896735,0
8896735:1,Poperinge,50.854449,2.736343,1,8896735,0
8896735:2,Poperinge,50.854449,2.736343,2,8896735,0
8896735:3,Poperinge,50.854449,2.736343,3,8896735,0
8896800,Roeselare,50.949025,3.130412,,,1
8896800:0,Roeselare,50.949025,3.130412,,8896800,0
8896800:1,Roeselare,50.949025,3.130412,1,8896800,0
8896800:2,Roeselare,50.949025,3.130412,2,8896800,0
8896909,Izegem,50.921149,3.212088,,,1
8896909:0,Izegem,50.921149,3.212088,,8896909,0
8896909:1,Izegem,50.921149,3.212088,1,8896909,0
8896909:2,Izegem,50.921149,3.212088,2,8896909,0
8896925,Ingelmunster,50.914326,3.255416,,,1
8896925:0,Ingelmunster,50.914326,3.255416,,8896925,0
8896925:1,Ingelmunster,50.914326,3.255416,1,8896925,0
8896925:2,Ingelmunster,50.914326,3.255416,2,8896925,0
8895000:7,Aalst,50.942813,4.039653,7,8895000,0
8821600:5,Lier,51.135758,4.560614,5,8821600,0
8885704:5,Mouscron,50.741005,3.228448,5,8885704,0
8892908:3,Ronse,50.742506,3.602552,3,8892908,0
8895505:5,Geraardsbergen,50.771137,3.872328,5,8895505,0
8882206:5,La Louvière-Sud,50.464974,4.190609,5,8882206,0
8894508:A,Sint-Niklaas,51.171472,4.142966,A,8894508,0
8894672:1,Temse,51.126085,4.221352,1,8894672,0
8822772:1,Bornem,51.099225,4.240526,1,8822772,0
8884335:2,Quievrain,50.410103,3.68608,2,8884335,0
8843240:1,Engis,50.582957,5.401986,1,8843240,0
8843349:2,Haute-Flône,50.55349,5.330333,2,8843349,0
8843331:2,Amay,50.546011,5.32049,2,8843331,0
8843323:2,Ampsin,50.539215,5.289729,2,8843323,0
8881166:5,Jurbeke,50.530496,3.910694,5,8881166,0
8894672:2,Temse,51.126085,4.221352,2,8894672,0
8894508:5,Sint-Niklaas,51.171472,4.142966,5,8894508,0
8892106:5,Deinze,50.978258,3.534432,5,8892106,0
8896008:8,Kortrijk,50.824506,3.264549,8,8896008,0
8894201:A,Lokeren,51.108062,3.987794,A,8894201,0
8881505:004279,Quevy,50.341534,3.909489,004279,8881505,0
8881505:000048,Quevy,50.341534,3.909489,000048,8881505,0
8863842:4,Houyet,50.189868,5.006074,4,8863842,0
8812252:3,Ternat,50.874522,4.16534,3,8812252,0
8871217:5,Roux,50.443112,4.393199,5,8871217,0
8842630:2,Tilff,50.570624,5.583937,2,8842630,0
8842648:2,Méry,50.54762,5.587236,2,8842648,0
8842655:2,Hony,50.539917,5.573563,2,8842655,0
8842663:2,Esneux,50.530568,5.572565,2,8842663,0
8844206:4,Pepinster,50.568179,5.80615,4,8844206,0
8861127:3,Flawinne,50.456236,4.806298,3,8861127,0
8896800:3,Roeselare,50.949025,3.130412,3,8896800,0
8874005:5,Châtelet,50.410103,4.521861,5,8874005,0
8843307:4,Huy,50.527242,5.234211,4,8843307,0
8893013:4,Merelbeke,51.017531,3.768889,4,8893013,0
8891553:1,Zeebrugge-Dorp,51.326383,3.19517,1,8891553,0
8895505:A,Geraardsbergen,50.771137,3.872328,A,8895505,0
8843323:1,Ampsin,50.539215,5.289729,1,8843323,0
8843331:1,Amay,50.546011,5.32049,1,8843331,0
8843349:1,Haute-Flône,50.55349,5.330333,1,8843349,0
8843240:2,Engis,50.582957,5.401986,2,8843240,0
8843208:5,Flemalle-Haute,50.595308,5.457656,5,8843208,0
8821717:A,Herentals,51.181513,4.829535,A,8821717,0
8833209:5,Aarschot,50.984406,4.824043,5,8833209,0
8881505:2,Quevy,50.341534,3.909489,2,8881505,0
8895208:7,Zottegem,50.869102,3.81441,7,8895208,0
8886009:5,Ath,50.626932,3.777429,5,8886009,0
8814258:4,Braine-l'Alleud,50.684778,4.375526,4,8814258,0
8884715:3,Blaton,50.505461,3.666304,3,8884715,0
8821832:3,Heist-op-den-Berg,51.074146,4.708235,3,8821832,0
8831401:3,Diest,50.993341,5.050031,3,8831401,0
8896503:3,Ieper,50.847402,2.876593,3,8896503,0
8832615:3,Neerpelt,51.222369,5.43717,3,8832615,0
8845005:3,Gouvy,50.189409,5.953906,3,8845005,0
8821337:4,Hove,51.154114,4.465157,4,8821337,0
8821337:3,Hove,51.154114,4.465157,3,8821337,0
8864436:2,Melreux-Hotton,50.28367,5.440136,2,8864436,0
8886348:3,Leuze,50.600612,3.616872,3,8886348,0
8873122:1a,Philippeville,50.191639,4.535956,1a,8873122,0
8873122:1b,Philippeville,50.191639,4.535956,1b,8873122,0
8875127:2,Couvin,50.056324,4.491702,2,8875127,0
8895455:3,Burst,50.907198,3.922416,3,8895455,0
8895463:1,Bambrugge,50.913769,3.935711,1,8895463,0
8895471:1,Erpe-Mere,50.928601,3.962463,1,8895471,0
8895489:1,Vijfhuizen,50.943254,3.98125,1,8895489,0
8895125:1,Aalst-Kerrebroek,50.948377,4.024407,1,8895125,0
8881505:004282,Quevy,50.341534,3.909489,004282,8881505,0
8814001:22,Brussel-Zuid/Bruxelles-Midi,50.835707,4.336531,,8814001,0
8022054,Michelau,49.89644,6.09251,,,1
8022054:0,Michelau,49.89644,6.09251,,8022054,0
8000001,Dommeldange,49.63387,6.1345313,,,1
8000001:0,Dommeldange,49.63387,6.1345313,,8000001,0
8815016,Thurn En Taxis,50.8642714,4.3485929,,,1
8815016:0,Thurn En Taxis,50.8642714,4.3485929,,8815016,0
8815016:1,Thurn En Taxis,50.8642714,4.3485929,,8815016,0
8815016:2,Thurn En Taxis,50.8642714,4.3485929,,8815016,0
8010053,Dortmund Hbf,51.517898,7.459293,,,1
8010053:0,Dortmund Hbf,51.517898,7.459293,,8010053,0
8811403,Mouterij,50.829929,4.37866,,,1
8811403:0,Mouterij,50.829929,4.37866,,8811403,0
8811403:1,Mouterij,50.829929,4.37866,,8811403,0
8811403:2,Mouterij,50.829929,4.37866,,8811403,0
8200101,Dommeldange,49.633838,6.13668,,,1
8200101:0,Dommeldange,49.633838,6.13668,, 8200101,0
